,Province_State,Country_Region,Lat,Long,Date,Confirmed,Deaths,Recovered,geometry
0,,Afghanistan,33.0,65.0,1/22/20,0,0,0,POINT (65 33)
1,,Albania,41.1533,20.1683,1/22/20,0,0,0,POINT (20.1683 41.1533)
2,,Algeria,28.0339,1.6596,1/22/20,0,0,0,POINT (1.6596 28.0339)
3,,Andorra,42.5063,1.5218,1/22/20,0,0,0,POINT (1.5218 42.5063)
4,,Angola,-11.2027,17.8739,1/22/20,0,0,0,POINT (17.8739 -11.2027)
5,,Antigua and Barbuda,17.0608,-61.7964,1/22/20,0,0,0,POINT (-61.7964 17.0608)
6,,Argentina,-38.4161,-63.6167,1/22/20,0,0,0,POINT (-63.6167 -38.4161)
7,,Armenia,40.0691,45.0382,1/22/20,0,0,0,POINT (45.0382 40.0691)
8,Australian Capital Territory,Australia,-35.4735,149.0124,1/22/20,0,0,0,POINT (149.0124 -35.4735)
9,New South Wales,Australia,-33.8688,151.2093,1/22/20,0,0,0,POINT (151.2093 -33.8688)
10,Northern Territory,Australia,-12.4634,130.8456,1/22/20,0,0,0,POINT (130.8456 -12.4634)
11,Queensland,Australia,-28.0167,153.4,1/22/20,0,0,0,POINT (153.4 -28.0167)
12,South Australia,Australia,-34.9285,138.6007,1/22/20,0,0,0,POINT (138.6007 -34.9285)
13,Tasmania,Australia,-41.4545,145.9707,1/22/20,0,0,0,POINT (145.9707 -41.4545)
14,Victoria,Australia,-37.8136,144.9631,1/22/20,0,0,0,POINT (144.9631 -37.8136)
15,Western Australia,Australia,-31.9505,115.8605,1/22/20,0,0,0,POINT (115.8605 -31.9505)
16,,Austria,47.5162,14.5501,1/22/20,0,0,0,POINT (14.5501 47.5162)
17,,Azerbaijan,40.1431,47.5769,1/22/20,0,0,0,POINT (47.5769 40.1431)
18,,Bahamas,25.0343,-77.3963,1/22/20,0,0,0,POINT (-77.3963 25.0343)
19,,Bahrain,26.0275,50.55,1/22/20,0,0,0,POINT (50.55 26.0275)
20,,Bangladesh,23.685,90.3563,1/22/20,0,0,0,POINT (90.3563 23.685)
21,,Barbados,13.1939,-59.5432,1/22/20,0,0,0,POINT (-59.5432 13.1939)
22,,Belarus,53.7098,27.9534,1/22/20,0,0,0,POINT (27.9534 53.7098)
23,,Belgium,50.8333,4.0,1/22/20,0,0,0,POINT (4 50.8333)
24,,Benin,9.3077,2.3158,1/22/20,0,0,0,POINT (2.3158 9.307700000000001)
25,,Bhutan,27.5142,90.4336,1/22/20,0,0,0,POINT (90.4336 27.5142)
26,,Bolivia,-16.2902,-63.5887,1/22/20,0,0,0,POINT (-63.5887 -16.2902)
27,,Bosnia and Herzegovina,43.9159,17.6791,1/22/20,0,0,0,POINT (17.6791 43.9159)
28,,Brazil,-14.235,-51.9253,1/22/20,0,0,0,POINT (-51.9253 -14.235)
29,,Brunei,4.5353,114.7277,1/22/20,0,0,0,POINT (114.7277 4.5353)
30,,Bulgaria,42.7339,25.4858,1/22/20,0,0,0,POINT (25.4858 42.7339)
31,,Burkina Faso,12.2383,-1.5616,1/22/20,0,0,0,POINT (-1.5616 12.2383)
32,,Cabo Verde,16.5388,-23.0418,1/22/20,0,0,0,POINT (-23.0418 16.5388)
33,,Cambodia,11.55,104.9167,1/22/20,0,0,0,POINT (104.9167 11.55)
34,,Cameroon,3.848,11.5021,1/22/20,0,0,0,POINT (11.5021 3.848)
35,Alberta,Canada,53.9333,-116.5765,1/22/20,0,0,0,POINT (-116.5765 53.9333)
36,British Columbia,Canada,49.2827,-123.1207,1/22/20,0,0,0,POINT (-123.1207 49.2827)
37,Grand Princess,Canada,37.6489,-122.6655,1/22/20,0,0,0,POINT (-122.6655 37.6489)
38,Manitoba,Canada,53.7609,-98.8139,1/22/20,0,0,0,POINT (-98.8139 53.7609)
39,New Brunswick,Canada,46.5653,-66.4619,1/22/20,0,0,0,POINT (-66.4619 46.5653)
40,Newfoundland and Labrador,Canada,53.1355,-57.6604,1/22/20,0,0,0,POINT (-57.6604 53.1355)
41,Nova Scotia,Canada,44.682,-63.7443,1/22/20,0,0,0,POINT (-63.7443 44.682)
42,Ontario,Canada,51.2538,-85.3232,1/22/20,0,0,0,POINT (-85.3232 51.2538)
43,Prince Edward Island,Canada,46.5107,-63.4168,1/22/20,0,0,0,POINT (-63.4168 46.5107)
44,Quebec,Canada,52.9399,-73.5491,1/22/20,0,0,0,POINT (-73.5491 52.9399)
45,Saskatchewan,Canada,52.9399,-106.4509,1/22/20,0,0,0,POINT (-106.4509 52.9399)
46,,Central African Republic,6.6111,20.9394,1/22/20,0,0,0,POINT (20.9394 6.6111)
47,,Chad,15.4542,18.7322,1/22/20,0,0,0,POINT (18.7322 15.4542)
48,,Chile,-35.6751,-71.543,1/22/20,0,0,0,POINT (-71.54300000000001 -35.6751)
49,Anhui,China,31.8257,117.2264,1/22/20,1,0,0,POINT (117.2264 31.8257)
50,Beijing,China,40.1824,116.4142,1/22/20,14,0,0,POINT (116.4142 40.1824)
51,Chongqing,China,30.0572,107.874,1/22/20,6,0,0,POINT (107.874 30.0572)
52,Fujian,China,26.0789,117.9874,1/22/20,1,0,0,POINT (117.9874 26.0789)
53,Gansu,China,37.8099,101.0583,1/22/20,0,0,0,POINT (101.0583 37.8099)
54,Guangdong,China,23.3417,113.4244,1/22/20,26,0,0,POINT (113.4244 23.3417)
55,Guangxi,China,23.8298,108.7881,1/22/20,2,0,0,POINT (108.7881 23.8298)
56,Guizhou,China,26.8154,106.8748,1/22/20,1,0,0,POINT (106.8748 26.8154)
57,Hainan,China,19.1959,109.7453,1/22/20,4,0,0,POINT (109.7453 19.1959)
58,Hebei,China,39.549,116.1306,1/22/20,1,0,0,POINT (116.1306 39.549)
59,Heilongjiang,China,47.862,127.7615,1/22/20,0,0,0,POINT (127.7615 47.862)
60,Henan,China,33.882,113.614,1/22/20,5,0,0,POINT (113.614 33.882)
61,Hong Kong,China,22.3,114.2,1/22/20,0,0,0,POINT (114.2 22.3)
62,Hubei,China,30.9756,112.2707,1/22/20,444,17,28,POINT (112.2707 30.9756)
63,Hunan,China,27.6104,111.7088,1/22/20,4,0,0,POINT (111.7088 27.6104)
64,Inner Mongolia,China,44.0935,113.9448,1/22/20,0,0,0,POINT (113.9448 44.0935)
65,Jiangsu,China,32.9711,119.455,1/22/20,1,0,0,POINT (119.455 32.9711)
66,Jiangxi,China,27.614,115.7221,1/22/20,2,0,0,POINT (115.7221 27.614)
67,Jilin,China,43.6661,126.1923,1/22/20,0,0,0,POINT (126.1923 43.6661)
68,Liaoning,China,41.2956,122.6085,1/22/20,2,0,0,POINT (122.6085 41.2956)
69,Macau,China,22.1667,113.55,1/22/20,1,0,0,POINT (113.55 22.1667)
70,Ningxia,China,37.2692,106.1655,1/22/20,1,0,0,POINT (106.1655 37.2692)
71,Qinghai,China,35.7452,95.9956,1/22/20,0,0,0,POINT (95.9956 35.7452)
72,Shaanxi,China,35.1917,108.8701,1/22/20,0,0,0,POINT (108.8701 35.1917)
73,Shandong,China,36.3427,118.1498,1/22/20,2,0,0,POINT (118.1498 36.3427)
74,Shanghai,China,31.202,121.4491,1/22/20,9,0,0,POINT (121.4491 31.202)
75,Shanxi,China,37.5777,112.2922,1/22/20,1,0,0,POINT (112.2922 37.5777)
76,Sichuan,China,30.6171,102.7103,1/22/20,5,0,0,POINT (102.7103 30.6171)
77,Tianjin,China,39.3054,117.323,1/22/20,4,0,0,POINT (117.323 39.3054)
78,Tibet,China,31.6927,88.0924,1/22/20,0,0,0,POINT (88.0924 31.6927)
79,Xinjiang,China,41.1129,85.2401,1/22/20,0,0,0,POINT (85.2401 41.1129)
80,Yunnan,China,24.974,101.487,1/22/20,1,0,0,POINT (101.487 24.974)
81,Zhejiang,China,29.1832,120.0934,1/22/20,10,0,0,POINT (120.0934 29.1832)
82,,Colombia,4.5709,-74.2973,1/22/20,0,0,0,POINT (-74.29730000000001 4.5709)
83,,Congo (Brazzaville),-4.0383,21.7587,1/22/20,0,0,0,POINT (21.7587 -4.0383)
84,,Congo (Kinshasa),-4.0383,21.7587,1/22/20,0,0,0,POINT (21.7587 -4.0383)
85,,Costa Rica,9.7489,-83.7534,1/22/20,0,0,0,POINT (-83.7534 9.748900000000001)
86,,Cote d'Ivoire,7.54,-5.5471,1/22/20,0,0,0,POINT (-5.5471 7.54)
87,,Croatia,45.1,15.2,1/22/20,0,0,0,POINT (15.2 45.1)
88,,Diamond Princess,0.0,0.0,1/22/20,0,0,0,POINT (0 0)
89,,Cuba,22.0,-80.0,1/22/20,0,0,0,POINT (-80 22)
90,,Cyprus,35.1264,33.4299,1/22/20,0,0,0,POINT (33.4299 35.1264)
91,,Czechia,49.8175,15.473,1/22/20,0,0,0,POINT (15.473 49.8175)
92,Faroe Islands,Denmark,61.8926,-6.9118,1/22/20,0,0,0,POINT (-6.9118 61.8926)
93,Greenland,Denmark,71.7069,-42.6043,1/22/20,0,0,0,POINT (-42.6043 71.7069)
94,,Denmark,56.2639,9.5018,1/22/20,0,0,0,POINT (9.501799999999999 56.2639)
95,,Djibouti,11.8251,42.5903,1/22/20,0,0,0,POINT (42.5903 11.8251)
96,,Dominican Republic,18.7357,-70.1627,1/22/20,0,0,0,POINT (-70.1627 18.7357)
97,,Ecuador,-1.8312,-78.1834,1/22/20,0,0,0,POINT (-78.18340000000001 -1.8312)
98,,Egypt,26.0,30.0,1/22/20,0,0,0,POINT (30 26)
99,,El Salvador,13.7942,-88.8965,1/22/20,0,0,0,POINT (-88.8965 13.7942)
100,,Equatorial Guinea,1.5,10.0,1/22/20,0,0,0,POINT (10 1.5)
101,,Eritrea,15.1794,39.7823,1/22/20,0,0,0,POINT (39.7823 15.1794)
102,,Estonia,58.5953,25.0136,1/22/20,0,0,0,POINT (25.0136 58.5953)
103,,Eswatini,-26.5225,31.4659,1/22/20,0,0,0,POINT (31.4659 -26.5225)
104,,Ethiopia,9.145,40.4897,1/22/20,0,0,0,POINT (40.4897 9.145)
105,,Fiji,-17.7134,178.065,1/22/20,0,0,0,POINT (178.065 -17.7134)
106,,Finland,64.0,26.0,1/22/20,0,0,0,POINT (26 64)
107,French Guiana,France,3.9339,-53.1258,1/22/20,0,0,0,POINT (-53.1258 3.9339)
108,French Polynesia,France,-17.6797,149.4068,1/22/20,0,0,0,POINT (149.4068 -17.6797)
109,Guadeloupe,France,16.25,-61.5833,1/22/20,0,0,0,POINT (-61.5833 16.25)
110,Mayotte,France,-12.8275,45.1662,1/22/20,0,0,0,POINT (45.1662 -12.8275)
111,New Caledonia,France,-20.9043,165.618,1/22/20,0,0,0,POINT (165.618 -20.9043)
112,Reunion,France,-21.1351,55.2471,1/22/20,0,0,0,POINT (55.2471 -21.1351)
113,Saint Barthelemy,France,17.9,-62.8333,1/22/20,0,0,0,POINT (-62.8333 17.9)
114,St Martin,France,18.0708,-63.0501,1/22/20,0,0,0,POINT (-63.0501 18.0708)
115,Martinique,France,14.6415,-61.0242,1/22/20,0,0,0,POINT (-61.0242 14.6415)
116,,France,46.2276,2.2137,1/22/20,0,0,0,POINT (2.2137 46.2276)
117,,Gabon,-0.8037,11.6094,1/22/20,0,0,0,POINT (11.6094 -0.8037)
118,,Gambia,13.4432,-15.3101,1/22/20,0,0,0,POINT (-15.3101 13.4432)
119,,Georgia,42.3154,43.3569,1/22/20,0,0,0,POINT (43.3569 42.3154)
120,,Germany,51.0,9.0,1/22/20,0,0,0,POINT (9 51)
121,,Ghana,7.9465,-1.0232,1/22/20,0,0,0,POINT (-1.0232 7.9465)
122,,Greece,39.0742,21.8243,1/22/20,0,0,0,POINT (21.8243 39.0742)
123,,Guatemala,15.7835,-90.2308,1/22/20,0,0,0,POINT (-90.2308 15.7835)
124,,Guinea,9.9456,-9.6966,1/22/20,0,0,0,POINT (-9.6966 9.945600000000001)
125,,Guyana,5.0,-58.75,1/22/20,0,0,0,POINT (-58.75 5)
126,,Haiti,18.9712,-72.2852,1/22/20,0,0,0,POINT (-72.2852 18.9712)
127,,Holy See,41.9029,12.4534,1/22/20,0,0,0,POINT (12.4534 41.9029)
128,,Honduras,15.2,-86.2419,1/22/20,0,0,0,POINT (-86.2419 15.2)
129,,Hungary,47.1625,19.5033,1/22/20,0,0,0,POINT (19.5033 47.1625)
130,,Iceland,64.9631,-19.0208,1/22/20,0,0,0,POINT (-19.0208 64.9631)
131,,India,21.0,78.0,1/22/20,0,0,0,POINT (78 21)
132,,Indonesia,-0.7893,113.9213,1/22/20,0,0,0,POINT (113.9213 -0.7893)
133,,Iran,32.0,53.0,1/22/20,0,0,0,POINT (53 32)
134,,Iraq,33.0,44.0,1/22/20,0,0,0,POINT (44 33)
135,,Ireland,53.1424,-7.6921,1/22/20,0,0,0,POINT (-7.6921 53.1424)
136,,Israel,31.0,35.0,1/22/20,0,0,0,POINT (35 31)
137,,Italy,43.0,12.0,1/22/20,0,0,0,POINT (12 43)
138,,Jamaica,18.1096,-77.2975,1/22/20,0,0,0,POINT (-77.2975 18.1096)
139,,Japan,36.0,138.0,1/22/20,2,0,0,POINT (138 36)
140,,Jordan,31.24,36.51,1/22/20,0,0,0,POINT (36.51 31.24)
141,,Kazakhstan,48.0196,66.9237,1/22/20,0,0,0,POINT (66.9237 48.0196)
142,,Kenya,-0.0236,37.9062,1/22/20,0,0,0,POINT (37.9062 -0.0236)
143,,South Korea,36.0,128.0,1/22/20,1,0,0,POINT (128 36)
144,,Kuwait,29.5,47.75,1/22/20,0,0,0,POINT (47.75 29.5)
145,,Kyrgyzstan,41.2044,74.7661,1/22/20,0,0,0,POINT (74.76609999999999 41.2044)
146,,Latvia,56.8796,24.6032,1/22/20,0,0,0,POINT (24.6032 56.8796)
147,,Lebanon,33.8547,35.8623,1/22/20,0,0,0,POINT (35.8623 33.8547)
148,,Liberia,6.4281,-9.4295,1/22/20,0,0,0,POINT (-9.429500000000001 6.4281)
149,,Liechtenstein,47.14,9.55,1/22/20,0,0,0,POINT (9.550000000000001 47.14)
150,,Lithuania,55.1694,23.8813,1/22/20,0,0,0,POINT (23.8813 55.1694)
151,,Luxembourg,49.8153,6.1296,1/22/20,0,0,0,POINT (6.1296 49.8153)
152,,Madagascar,-18.7669,46.8691,1/22/20,0,0,0,POINT (46.8691 -18.7669)
153,,Malaysia,2.5,112.5,1/22/20,0,0,0,POINT (112.5 2.5)
154,,Maldives,3.2028,73.2207,1/22/20,0,0,0,POINT (73.22069999999999 3.2028)
155,,Malta,35.9375,14.3754,1/22/20,0,0,0,POINT (14.3754 35.9375)
156,,Mauritania,21.0079,10.9408,1/22/20,0,0,0,POINT (10.9408 21.0079)
157,,Mauritius,-20.2,57.5,1/22/20,0,0,0,POINT (57.5 -20.2)
158,,Mexico,23.6345,-102.5528,1/22/20,0,0,0,POINT (-102.5528 23.6345)
159,,Moldova,47.4116,28.3699,1/22/20,0,0,0,POINT (28.3699 47.4116)
160,,Monaco,43.7333,7.4167,1/22/20,0,0,0,POINT (7.4167 43.7333)
161,,Mongolia,46.8625,103.8467,1/22/20,0,0,0,POINT (103.8467 46.8625)
162,,Montenegro,42.5,19.3,1/22/20,0,0,0,POINT (19.3 42.5)
163,,Morocco,31.7917,-7.0926,1/22/20,0,0,0,POINT (-7.0926 31.7917)
164,,Namibia,-22.9576,18.4904,1/22/20,0,0,0,POINT (18.4904 -22.9576)
165,,Nepal,28.1667,84.25,1/22/20,0,0,0,POINT (84.25 28.1667)
166,Aruba,Netherlands,12.5186,-70.0358,1/22/20,0,0,0,POINT (-70.03579999999999 12.5186)
167,Curacao,Netherlands,12.1696,-68.99,1/22/20,0,0,0,POINT (-68.98999999999999 12.1696)
168,Sint Maarten,Netherlands,18.0425,-63.0548,1/22/20,0,0,0,POINT (-63.0548 18.0425)
169,,Netherlands,52.1326,5.2913,1/22/20,0,0,0,POINT (5.2913 52.1326)
170,,New Zealand,-40.9006,174.886,1/22/20,0,0,0,POINT (174.886 -40.9006)
171,,Nicaragua,12.8654,-85.2072,1/22/20,0,0,0,POINT (-85.2072 12.8654)
172,,Niger,17.6078,8.0817,1/22/20,0,0,0,POINT (8.0817 17.6078)
173,,Nigeria,9.082,8.6753,1/22/20,0,0,0,POINT (8.6753 9.082000000000001)
174,,North Macedonia,41.6086,21.7453,1/22/20,0,0,0,POINT (21.7453 41.6086)
175,,Norway,60.472,8.4689,1/22/20,0,0,0,POINT (8.4689 60.472)
176,,Oman,21.0,57.0,1/22/20,0,0,0,POINT (57 21)
177,,Pakistan,30.3753,69.3451,1/22/20,0,0,0,POINT (69.3451 30.3753)
178,,Panama,8.538,-80.7821,1/22/20,0,0,0,POINT (-80.7821 8.538)
179,,Papua New Guinea,-6.315,143.9555,1/22/20,0,0,0,POINT (143.9555 -6.315)
180,,Paraguay,-23.4425,-58.4438,1/22/20,0,0,0,POINT (-58.4438 -23.4425)
181,,Peru,-9.19,-75.0152,1/22/20,0,0,0,POINT (-75.01519999999999 -9.19)
182,,Philippines,13.0,122.0,1/22/20,0,0,0,POINT (122 13)
183,,Poland,51.9194,19.1451,1/22/20,0,0,0,POINT (19.1451 51.9194)
184,,Portugal,39.3999,-8.2245,1/22/20,0,0,0,POINT (-8.224500000000001 39.3999)
185,,Qatar,25.3548,51.1839,1/22/20,0,0,0,POINT (51.1839 25.3548)
186,,Romania,45.9432,24.9668,1/22/20,0,0,0,POINT (24.9668 45.9432)
187,,Russia,60.0,90.0,1/22/20,0,0,0,POINT (90 60)
188,,Rwanda,-1.9403,29.8739,1/22/20,0,0,0,POINT (29.8739 -1.9403)
189,,Saint Lucia,13.9094,-60.9789,1/22/20,0,0,0,POINT (-60.9789 13.9094)
190,,Saint Vincent and the Grenadines,12.9843,-61.2872,1/22/20,0,0,0,POINT (-61.2872 12.9843)
191,,San Marino,43.9424,12.4578,1/22/20,0,0,0,POINT (12.4578 43.9424)
192,,Saudi Arabia,24.0,45.0,1/22/20,0,0,0,POINT (45 24)
193,,Senegal,14.4974,-14.4524,1/22/20,0,0,0,POINT (-14.4524 14.4974)
194,,Serbia,44.0165,21.0059,1/22/20,0,0,0,POINT (21.0059 44.0165)
195,,Seychelles,-4.6796,55.492,1/22/20,0,0,0,POINT (55.492 -4.6796)
196,,Singapore,1.2833,103.8333,1/22/20,0,0,0,POINT (103.8333 1.2833)
197,,Slovakia,48.669,19.699,1/22/20,0,0,0,POINT (19.699 48.669)
198,,Slovenia,46.1512,14.9955,1/22/20,0,0,0,POINT (14.9955 46.1512)
199,,Somalia,5.1521,46.1996,1/22/20,0,0,0,POINT (46.1996 5.1521)
200,,South Africa,-30.5595,22.9375,1/22/20,0,0,0,POINT (22.9375 -30.5595)
201,,Spain,40.0,-4.0,1/22/20,0,0,0,POINT (-4 40)
202,,Sri Lanka,7.0,81.0,1/22/20,0,0,0,POINT (81 7)
203,,Sudan,12.8628,30.2176,1/22/20,0,0,0,POINT (30.2176 12.8628)
204,,Suriname,3.9193,-56.0278,1/22/20,0,0,0,POINT (-56.0278 3.9193)
205,,Sweden,63.0,16.0,1/22/20,0,0,0,POINT (16 63)
206,,Switzerland,46.8182,8.2275,1/22/20,0,0,0,POINT (8.227499999999999 46.8182)
207,,Taiwan*,23.7,121.0,1/22/20,1,0,0,POINT (121 23.7)
208,,Tanzania,-6.369,34.8888,1/22/20,0,0,0,POINT (34.8888 -6.369)
209,,Thailand,15.0,101.0,1/22/20,2,0,0,POINT (101 15)
210,,Togo,8.6195,0.8248,1/22/20,0,0,0,POINT (0.8248 8.6195)
211,,Trinidad and Tobago,10.6918,-61.2225,1/22/20,0,0,0,POINT (-61.2225 10.6918)
212,,Tunisia,34.0,9.0,1/22/20,0,0,0,POINT (9 34)
213,,Turkey,38.9637,35.2433,1/22/20,0,0,0,POINT (35.2433 38.9637)
214,,Uganda,1.0,32.0,1/22/20,0,0,0,POINT (32 1)
215,,Ukraine,48.3794,31.1656,1/22/20,0,0,0,POINT (31.1656 48.3794)
216,,United Arab Emirates,24.0,54.0,1/22/20,0,0,0,POINT (54 24)
217,Bermuda,United Kingdom,32.3078,-64.7505,1/22/20,0,0,0,POINT (-64.7505 32.3078)
218,Cayman Islands,United Kingdom,19.3133,-81.2546,1/22/20,0,0,0,POINT (-81.2546 19.3133)
219,Channel Islands,United Kingdom,49.3723,-2.3644,1/22/20,0,0,0,POINT (-2.3644 49.3723)
220,Gibraltar,United Kingdom,36.1408,-5.3536,1/22/20,0,0,0,POINT (-5.3536 36.1408)
221,Isle of Man,United Kingdom,54.2361,-4.5481,1/22/20,0,0,0,POINT (-4.5481 54.2361)
222,Montserrat,United Kingdom,16.7425,-62.1874,1/22/20,0,0,0,POINT (-62.1874 16.7425)
223,,United Kingdom,55.3781,-3.4360000000000004,1/22/20,0,0,0,POINT (-3.436 55.3781)
224,,Uruguay,-32.5228,-55.7658,1/22/20,0,0,0,POINT (-55.7658 -32.5228)
225,,US,37.0902,-95.7129,1/22/20,1,0,0,POINT (-95.7129 37.0902)
226,,Uzbekistan,41.3775,64.5853,1/22/20,0,0,0,POINT (64.5853 41.3775)
227,,Venezuela,6.4238,-66.5897,1/22/20,0,0,0,POINT (-66.58969999999999 6.4238)
228,,Vietnam,16.0,108.0,1/22/20,0,0,0,POINT (108 16)
229,,Zambia,-15.4167,28.2833,1/22/20,0,0,0,POINT (28.2833 -15.4167)
230,,Zimbabwe,-20.0,30.0,1/22/20,0,0,0,POINT (30 -20)
231,Diamond Princess,Canada,0.0,0.0,1/22/20,0,0,0,POINT (0 0)
232,,Dominica,15.415,-61.371,1/22/20,0,0,0,POINT (-61.371 15.415)
233,,Grenada,12.1165,-61.679,1/22/20,0,0,0,POINT (-61.679 12.1165)
234,,Mozambique,-18.665695,35.529562,1/22/20,0,0,0,POINT (35.529562 -18.665695)
235,,Syria,34.802075,38.99681500000001,1/22/20,0,0,0,POINT (38.99681500000001 34.802075)
236,,Timor-Leste,-8.874217,125.727539,1/22/20,0,0,0,POINT (125.727539 -8.874217)
237,,Belize,13.1939,-59.5432,1/22/20,0,0,0,POINT (-59.5432 13.1939)
238,,Laos,19.85627,102.495496,1/22/20,0,0,0,POINT (102.495496 19.85627)
239,,Libya,26.3351,17.228331,1/22/20,0,0,0,POINT (17.228331 26.3351)
240,,West Bank and Gaza,31.9522,35.2332,1/22/20,0,0,0,POINT (35.2332 31.9522)
241,,Guinea-Bissau,11.8037,-15.1804,1/22/20,0,0,0,POINT (-15.1804 11.8037)
242,,Mali,17.570692,-3.996166000000001,1/22/20,0,0,0,POINT (-3.996166000000001 17.570692)
243,,Saint Kitts and Nevis,17.357822,-62.782998,1/22/20,0,0,0,POINT (-62.782998 17.357822)
244,Northwest Territories,Canada,64.8255,-124.8457,1/22/20,0,0,0,POINT (-124.8457 64.82550000000001)
245,Yukon,Canada,64.2823,-135.0,1/22/20,0,0,0,POINT (-135 64.28230000000001)
246,,Kosovo,42.602636,20.902977,1/22/20,0,0,0,POINT (20.902977 42.602636)
247,,Burma,21.9162,95.956,1/22/20,0,0,0,POINT (95.956 21.9162)
248,Anguilla,United Kingdom,18.2206,-63.0686,1/22/20,0,0,0,POINT (-63.0686 18.2206)
249,British Virgin Islands,United Kingdom,18.4207,-64.64,1/22/20,0,0,0,POINT (-64.64 18.4207)
250,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,1/22/20,0,0,0,POINT (-71.7979 21.69400000000001)
251,,MS Zaandam,0.0,0.0,1/22/20,0,0,0,POINT (0 0)
252,,Botswana,-22.3285,24.6849,1/22/20,0,0,0,POINT (24.6849 -22.3285)
253,,Burundi,-3.3731,29.9189,1/22/20,0,0,0,POINT (29.9189 -3.3731)
254,,Sierra Leone,8.460555000000001,-11.779889,1/22/20,0,0,0,POINT (-11.779889 8.460555000000001)
255,,Malawi,-13.254307999999998,34.301525,1/22/20,0,0,0,POINT (34.301525 -13.254308)
256,Falkland Islands (Islas Malvinas),United Kingdom,-51.7963,-59.5236,1/22/20,0,0,0,POINT (-59.5236 -51.7963)
257,Saint Pierre and Miquelon,France,46.8852,-56.3159,1/22/20,0,0,0,POINT (-56.3159 46.8852)
258,,South Sudan,6.8770000000000024,31.307,1/22/20,0,0,0,POINT (31.307 6.877000000000002)
259,,Western Sahara,24.2155,-12.8858,1/22/20,0,0,0,POINT (-12.8858 24.2155)
260,,Sao Tome and Principe,0.18636,6.613081,1/22/20,0,0,0,POINT (6.613081 0.18636)
261,,Afghanistan,33.0,65.0,1/23/20,0,0,0,POINT (65 33)
262,,Albania,41.1533,20.1683,1/23/20,0,0,0,POINT (20.1683 41.1533)
263,,Algeria,28.0339,1.6596,1/23/20,0,0,0,POINT (1.6596 28.0339)
264,,Andorra,42.5063,1.5218,1/23/20,0,0,0,POINT (1.5218 42.5063)
265,,Angola,-11.2027,17.8739,1/23/20,0,0,0,POINT (17.8739 -11.2027)
266,,Antigua and Barbuda,17.0608,-61.7964,1/23/20,0,0,0,POINT (-61.7964 17.0608)
267,,Argentina,-38.4161,-63.6167,1/23/20,0,0,0,POINT (-63.6167 -38.4161)
268,,Armenia,40.0691,45.0382,1/23/20,0,0,0,POINT (45.0382 40.0691)
269,Australian Capital Territory,Australia,-35.4735,149.0124,1/23/20,0,0,0,POINT (149.0124 -35.4735)
270,New South Wales,Australia,-33.8688,151.2093,1/23/20,0,0,0,POINT (151.2093 -33.8688)
271,Northern Territory,Australia,-12.4634,130.8456,1/23/20,0,0,0,POINT (130.8456 -12.4634)
272,Queensland,Australia,-28.0167,153.4,1/23/20,0,0,0,POINT (153.4 -28.0167)
273,South Australia,Australia,-34.9285,138.6007,1/23/20,0,0,0,POINT (138.6007 -34.9285)
274,Tasmania,Australia,-41.4545,145.9707,1/23/20,0,0,0,POINT (145.9707 -41.4545)
275,Victoria,Australia,-37.8136,144.9631,1/23/20,0,0,0,POINT (144.9631 -37.8136)
276,Western Australia,Australia,-31.9505,115.8605,1/23/20,0,0,0,POINT (115.8605 -31.9505)
277,,Austria,47.5162,14.5501,1/23/20,0,0,0,POINT (14.5501 47.5162)
278,,Azerbaijan,40.1431,47.5769,1/23/20,0,0,0,POINT (47.5769 40.1431)
279,,Bahamas,25.0343,-77.3963,1/23/20,0,0,0,POINT (-77.3963 25.0343)
280,,Bahrain,26.0275,50.55,1/23/20,0,0,0,POINT (50.55 26.0275)
281,,Bangladesh,23.685,90.3563,1/23/20,0,0,0,POINT (90.3563 23.685)
282,,Barbados,13.1939,-59.5432,1/23/20,0,0,0,POINT (-59.5432 13.1939)
283,,Belarus,53.7098,27.9534,1/23/20,0,0,0,POINT (27.9534 53.7098)
284,,Belgium,50.8333,4.0,1/23/20,0,0,0,POINT (4 50.8333)
285,,Benin,9.3077,2.3158,1/23/20,0,0,0,POINT (2.3158 9.307700000000001)
286,,Bhutan,27.5142,90.4336,1/23/20,0,0,0,POINT (90.4336 27.5142)
287,,Bolivia,-16.2902,-63.5887,1/23/20,0,0,0,POINT (-63.5887 -16.2902)
288,,Bosnia and Herzegovina,43.9159,17.6791,1/23/20,0,0,0,POINT (17.6791 43.9159)
289,,Brazil,-14.235,-51.9253,1/23/20,0,0,0,POINT (-51.9253 -14.235)
290,,Brunei,4.5353,114.7277,1/23/20,0,0,0,POINT (114.7277 4.5353)
291,,Bulgaria,42.7339,25.4858,1/23/20,0,0,0,POINT (25.4858 42.7339)
292,,Burkina Faso,12.2383,-1.5616,1/23/20,0,0,0,POINT (-1.5616 12.2383)
293,,Cabo Verde,16.5388,-23.0418,1/23/20,0,0,0,POINT (-23.0418 16.5388)
294,,Cambodia,11.55,104.9167,1/23/20,0,0,0,POINT (104.9167 11.55)
295,,Cameroon,3.848,11.5021,1/23/20,0,0,0,POINT (11.5021 3.848)
296,Alberta,Canada,53.9333,-116.5765,1/23/20,0,0,0,POINT (-116.5765 53.9333)
